frame_id,time_s,tag0_x,tag0_y,tag0_z,tag0_qx,tag0_qy,tag0_qz,tag0_qw,tag1_x,tag1_y,tag1_z,tag1_qx,tag1_qy,tag1_qz,tag1_qw,tag2_x,tag2_y,tag2_z,tag2_qx,tag2_qy,tag2_qz,tag2_qw,tag3_x,tag3_y,tag3_z,tag3_qx,tag3_qy,tag3_qz,tag3_qw,tag4_x,tag4_y,tag4_z,tag4_qx,tag4_qy,tag4_qz,tag4_qw,tag5_x,tag5_y,tag5_z,tag5_qx,tag5_qy,tag5_qz,tag5_qw,tag6_x,tag6_y,tag6_z,tag6_qx,tag6_qy,tag6_qz,tag6_qw,tag7_x,tag7_y,tag7_z,tag7_qx,tag7_qy,tag7_qz,tag7_qw,tag8_x,tag8_y,tag8_z,tag8_qx,tag8_qy,tag8_qz,tag8_qw,tag9_x,tag9_y,tag9_z,tag9_qx,tag9_qy,tag9_qz,tag9_qw,tag10_x,tag10_y,tag10_z,tag10_qx,tag10_qy,tag10_qz,tag10_qw,tag11_x,tag11_y,tag11_z,tag11_qx,tag11_qy,tag11_qz,tag11_qw,tag12_x,tag12_y,tag12_z,tag12_qx,tag12_qy,tag12_qz,tag12_qw,tag13_x,tag13_y,tag13_z,tag13_qx,tag13_qy,tag13_qz,tag13_qw,tag14_x,tag14_y,tag14_z,tag14_qx,tag14_qy,tag14_qz,tag14_qw,tag15_x,tag15_y,tag15_z,tag15_qx,tag15_qy,tag15_qz,tag15_qw,tag16_x,tag16_y,tag16_z,tag16_qx,tag16_qy,tag16_qz,tag16_qw,tag17_x,tag17_y,tag17_z,tag17_qx,tag17_qy,tag17_qz,tag17_qw,left_disp_avg,left_visible_count,right_disp_avg,right_visible_count,tag0_missing,tag1_missing,tag2_missing,tag3_missing,tag4_missing,tag5_missing,tag6_missing,tag7_missing,tag8_missing,tag9_missing,tag10_missing,tag11_missing,tag12_missing,tag13_missing,tag14_missing,tag15_missing,tag16_missing,tag17_missing,velocity_m_s,out_qx,out_qy,out_qz,out_qw
145,3528253977.385002,-0.036597,0.018916,-0.040166,0.399500,-0.478188,-0.011119,0.782056,-0.042579,0.003739,-0.011902,0.388519,-0.489642,-0.101351,0.773971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.029578,0.035132,-0.046246,0.359065,-0.537710,0.053354,0.760982,-0.039222,0.019777,-0.014734,0.390027,-0.483036,-0.067460,0.781028,-0.038323,0.011239,0.002665,0.034041,0.002636,0.053097,0.998006,-0.041057,0.002952,-0.036414,0.362228,-0.495728,0.053420,0.787522,-0.047464,-0.013946,-0.005657,0.362392,-0.428166,-0.021834,0.827568,-0.047890,-0.023705,0.016246,0.252333,-0.549719,0.028002,0.795835,0.041121,-0.008668,-0.007022,0.004092,0.151733,0.016670,0.988272,0.061272,0.005205,-0.032202,-0.023542,0.132952,0.036880,0.990156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037215,-0.000266,0.003873,0.022041,0.131325,0.056302,0.989494,0.056864,0.012863,-0.021680,-0.014299,0.077112,0.010548,0.996864,0.075250,0.023972,-0.043591,-0.043919,0.063467,0.042772,0.996099,0.033248,0.010388,0.010897,0.066667,0.130617,0.106624,0.983426,0.055151,0.023956,-0.018675,-0.008170,0.041159,0.059659,0.997336,0.073916,0.033779,-0.036952,-0.006630,0.019561,0.020969,0.999567,0.051755,8,0.061323,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010605,-0.043329,0.315400,0.469942,0.823286
147,3528253977.586158,-0.056997,-0.003236,-0.000487,-0.027295,-0.074560,0.038335,0.996106,-0.037919,0.008534,0.020872,-0.063985,-0.126617,-0.020404,0.989676,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.061917,0.000005,-0.018434,-0.016669,-0.103437,0.133810,0.985453,-0.042778,0.015862,0.007648,-0.058606,-0.107184,0.003101,0.992506,-0.028256,0.021998,0.017437,-0.386109,0.425717,0.025612,0.817942,-0.051550,-0.008099,0.016438,-0.040747,-0.054064,0.117419,0.990772,-0.030990,0.003773,0.038359,-0.079527,-0.027071,0.023149,0.996196,-0.013364,0.013823,0.053083,-0.132149,-0.110936,0.163265,0.971377,0.026238,-0.024651,-0.022590,-0.421504,0.528647,-0.052479,0.734923,0.018388,-0.041029,-0.053319,-0.442272,0.522956,-0.015350,0.728475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.028454,-0.009888,-0.021602,-0.388419,0.527160,-0.013457,0.755680,0.019726,-0.027294,-0.052429,-0.445216,0.465812,-0.017565,0.764522,0.015406,-0.041363,-0.077049,-0.445997,0.471401,0.023150,0.760481,0.026728,0.003274,-0.024209,-0.339160,0.543084,0.006679,0.768105,0.016324,-0.017979,-0.058555,-0.422639,0.461019,0.031873,0.779630,0.014409,-0.030758,-0.082200,-0.431359,0.430194,0.008168,0.792967,0.051566,8,0.061121,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010618,-0.042727,0.315366,0.469309,0.823691
149,3528253977.785630,-0.036348,0.019277,-0.040320,0.407646,-0.477230,-0.010813,0.778434,-0.043733,0.002745,-0.010113,0.383236,-0.484980,-0.102801,0.779331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028678,0.035919,-0.047133,0.373424,-0.538865,0.055892,0.753031,-0.039616,0.019468,-0.014000,0.393962,-0.479610,-0.066555,0.781242,-0.038663,0.010868,0.003273,0.048125,-0.003762,0.053259,0.997413,-0.041549,0.002705,-0.035673,0.365988,-0.497110,0.052787,0.784951,-0.048438,-0.014953,-0.004226,0.357116,-0.422302,-0.023132,0.832823,-0.047454,-0.023612,0.015581,0.257474,-0.549106,0.032698,0.794431,0.041405,-0.007844,-0.008155,0.002617,0.156302,0.016878,0.987562,0.061223,0.005704,-0.032316,-0.026054,0.134357,0.039572,0.989800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037027,-0.000418,0.004202,0.017930,0.130472,0.055017,0.989762,0.057107,0.013884,-0.022954,-0.017272,0.083341,0.014777,0.996262,0.075135,0.024655,-0.043774,-0.039454,0.074512,0.046696,0.995345,0.032360,0.009262,0.013327,0.064256,0.127638,0.108640,0.983757,0.054917,0.024035,-0.018196,-0.003127,0.036317,0.058271,0.997635,0.074036,0.034927,-0.038254,-0.012078,0.025929,0.017239,0.999442,0.051995,8,0.061542,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010810,-0.043327,0.315600,0.467356,0.824680
151,3528253977.988972,-0.057206,-0.003013,-0.001427,-0.018809,-0.076935,0.031637,0.996357,-0.037925,0.008633,0.020460,-0.064640,-0.133917,-0.021132,0.988656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.061381,0.001785,-0.016809,-0.024445,-0.100053,0.126047,0.986663,-0.041901,0.017487,0.009748,-0.060023,-0.099838,-0.005716,0.993175,-0.027967,0.022281,0.017565,-0.383155,0.421997,0.023109,0.821326,-0.051921,-0.008147,0.015137,-0.030670,-0.059233,0.107161,0.992002,-0.030036,0.005279,0.041288,-0.332375,0.292920,-0.010671,0.896443,-0.012949,0.014080,0.053966,-0.135894,-0.109491,0.158619,0.971794,0.025310,-0.025251,-0.023587,-0.423371,0.530714,-0.054132,0.732236,0.018213,-0.040769,-0.053126,-0.440334,0.520227,-0.021384,0.731446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.027569,-0.010696,-0.022722,-0.387899,0.531176,-0.018953,0.753012,0.019991,-0.026814,-0.051775,-0.439894,0.467430,-0.023063,0.766466,0.014638,-0.041321,-0.077620,-0.441759,0.475365,0.022011,0.760521,0.027387,0.003626,-0.023267,-0.331919,0.542827,0.012531,0.771370,0.016225,-0.017789,-0.058504,-0.416474,0.462934,0.030392,0.781868,0.013190,-0.031187,-0.083370,-0.434123,0.432075,0.004062,0.790463,0.051809,8,0.061209,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010386,-0.042234,0.315496,0.467582,0.824649
153,3528253978.183262,-0.036422,0.018585,-0.039828,0.393893,-0.481976,-0.008621,0.782607,-0.042862,0.003477,-0.011491,0.381780,-0.498482,-0.101913,0.771604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028785,0.035029,-0.046411,0.363399,-0.547746,0.054161,0.751653,-0.040409,0.018805,-0.012865,0.384309,-0.483203,-0.068899,0.783629,-0.039984,0.010077,0.005040,0.310991,-0.525811,0.021323,0.791425,-0.042064,0.001880,-0.034787,0.353936,-0.498499,0.051618,0.789660,-0.048817,-0.014933,-0.004024,0.347061,-0.428753,-0.022283,0.833801,-0.048640,-0.023888,0.016659,0.253272,-0.553616,0.028876,0.792798,0.041823,-0.007483,-0.008918,-0.008204,0.155143,0.011066,0.987796,0.061587,0.005054,-0.031897,-0.029265,0.131755,0.030609,0.990377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.036817,-0.000829,0.004958,0.019454,0.124816,0.054433,0.990495,0.056439,0.011488,-0.019164,-0.007929,0.069168,0.010378,0.997520,0.075501,0.023135,-0.042207,-0.042106,0.061832,0.042079,0.996310,0.032382,0.009279,0.013251,0.066430,0.121718,0.104958,0.984762,0.055359,0.023615,-0.018269,-0.016662,0.041268,0.056630,0.997403,0.074390,0.033500,-0.036807,-0.015516,0.023698,0.016740,0.999459,0.052115,8,0.061119,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010141,-0.045145,0.313702,0.468170,0.824845
155,3528253978.383616,-0.036642,0.018957,-0.039268,0.403158,-0.475933,-0.013877,0.781511,-0.043899,0.002931,-0.010029,0.385646,-0.496036,-0.104548,0.770905,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028617,0.035665,-0.046123,0.371371,-0.548619,0.046351,0.747631,-0.040920,0.018688,-0.011926,0.384817,-0.484436,-0.073138,0.782233,-0.038381,0.011326,0.002721,0.035052,-0.005412,0.048499,0.998193,-0.041994,0.002440,-0.034819,0.358492,-0.497175,0.050601,0.788505,-0.048730,-0.014646,-0.004304,0.359617,-0.428481,-0.023981,0.828556,-0.048600,-0.023789,0.016162,0.149211,0.002738,0.139543,0.978906,0.041095,-0.008585,-0.007122,0.004426,0.150065,0.010666,0.988609,0.061660,0.005590,-0.032345,-0.026061,0.130514,0.034556,0.990501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037683,0.000487,0.002197,0.011146,0.129927,0.056591,0.989845,0.057114,0.012903,-0.021509,-0.016453,0.073979,0.010575,0.997068,0.075137,0.022623,-0.040529,-0.031760,0.056863,0.040876,0.997039,0.032610,0.009411,0.012575,0.061297,0.125764,0.099779,0.985124,0.055682,0.024249,-0.019183,-0.019926,0.042099,0.053379,0.997488,0.074495,0.033942,-0.036915,-0.005756,0.018598,0.014756,0.999702,0.051978,8,0.061321,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.010134,-0.044699,0.314507,0.468341,0.824466
157,3528253978.583176,-0.034561,0.020321,-0.042488,0.404847,-0.487135,-0.015361,0.773668,-0.041769,0.004713,-0.013148,0.379864,-0.498392,-0.108483,0.771713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028270,0.035763,-0.047422,0.362472,-0.540794,0.050144,0.757391,-0.039128,0.020079,-0.014762,0.382301,-0.487006,-0.073690,0.781819,-0.038304,0.011684,0.002478,0.034418,-0.001902,0.045271,0.998380,-0.040312,0.003712,-0.037367,0.362657,-0.500338,0.048508,0.784722,-0.048898,-0.014482,-0.004106,0.348659,-0.422660,-0.025068,0.836162,-0.047784,-0.022621,0.015212,0.136724,0.007252,0.135665,0.981249,0.041898,-0.007766,-0.009228,-0.004456,0.157842,0.008810,0.987415,0.062041,0.005453,-0.033742,-0.030931,0.134074,0.030688,0.990013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037506,-0.000293,0.003258,0.015765,0.127055,0.050801,0.990468,0.057442,0.012649,-0.022451,-0.019463,0.078503,0.006164,0.996705,0.075785,0.022888,-0.043219,-0.043813,0.064369,0.040868,0.996126,0.032994,0.009582,0.012013,0.062253,0.123249,0.101547,0.985202,0.055620,0.023381,-0.018780,-0.012321,0.038289,0.052196,0.997826,0.074913,0.033575,-0.038378,-0.012399,0.026194,0.014504,0.999475,0.052003,8,0.061930,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009777,-0.041058,0.313261,0.465556,0.826704
159,3528253978.786492,-0.035874,0.019001,-0.040750,0.399888,-0.482143,-0.011811,0.779416,-0.042246,0.004173,-0.012506,0.375764,-0.501191,-0.103089,0.772646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028685,0.035027,-0.046827,0.361546,-0.542468,0.051720,0.756530,-0.039804,0.019413,-0.013892,0.377682,-0.483550,-0.070206,0.786516,-0.038042,0.011776,0.002019,0.323245,-0.526606,0.019955,0.786003,-0.041070,0.002748,-0.036241,0.359478,-0.501926,0.053846,0.784823,-0.047477,-0.013455,-0.005991,0.354334,-0.434323,-0.021467,0.827859,-0.048256,-0.022996,0.015963,0.249781,-0.557141,0.030899,0.791359,0.041867,-0.007679,-0.009114,-0.007701,0.157293,0.010730,0.987464,0.061527,0.004267,-0.031614,-0.033131,0.123353,0.026230,0.991463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037481,-0.000033,0.003058,0.012026,0.132909,0.052300,0.989674,0.057240,0.012314,-0.021689,-0.020320,0.073300,0.007150,0.997077,0.075330,0.021708,-0.040989,-0.039800,0.052758,0.039435,0.997034,0.033081,0.009947,0.011436,0.055836,0.128422,0.099888,0.985095,0.055575,0.023301,-0.018606,-0.009782,0.036225,0.052808,0.997899,0.074753,0.033191,-0.037693,-0.018153,0.016691,0.015800,0.999571,0.051692,8,0.061357,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009531,0.070376,0.082501,0.079399,0.990927
161,3528253978.991872,-0.036019,0.019052,-0.040122,0.397582,-0.485208,-0.017184,0.778593,-0.042399,0.004170,-0.012025,0.382677,-0.504585,-0.105934,0.766636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.027703,0.035695,-0.047444,0.368291,-0.549826,0.048806,0.748111,-0.038128,0.020554,-0.015801,0.392000,-0.495404,-0.072105,0.771824,-0.039862,0.010518,0.004940,0.040971,-0.010547,0.042275,0.998210,-0.040642,0.003301,-0.036505,0.360903,-0.505431,0.048229,0.782281,-0.048057,-0.013713,-0.005160,0.357197,-0.434035,-0.024619,0.826691,-0.048636,-0.023163,0.016415,0.250115,-0.555204,0.023931,0.792854,0.041980,-0.007354,-0.009881,-0.010079,0.156667,0.011130,0.987537,0.061382,0.004144,-0.031502,-0.032557,0.130772,0.028170,0.990477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.036416,-0.001689,0.005879,0.021607,0.126797,0.049166,0.990474,0.056401,0.010761,-0.018997,-0.011952,0.061647,0.002298,0.998024,0.075681,0.022517,-0.042717,-0.041614,0.068409,0.039804,0.995994,0.032422,0.008941,0.013187,0.062244,0.119661,0.105159,0.985266,0.054953,0.022193,-0.016538,-0.004537,0.029721,0.048507,0.998370,0.074262,0.032037,-0.035475,-0.010001,0.011436,0.012226,0.999810,0.051986,8,0.060752,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009556,-0.045231,0.314612,0.466032,0.825705
163,3528253979.192238,-0.035824,0.019627,-0.042553,0.394368,-0.477344,-0.010639,0.785177,-0.041956,0.004649,-0.012721,0.367743,-0.483506,-0.104681,0.787419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.029889,0.034950,-0.047830,0.359770,-0.524599,0.050337,0.769953,-0.038763,0.020496,-0.015747,0.381614,-0.472930,-0.074133,0.790704,-0.036929,0.012781,0.000875,0.020223,0.015155,0.046075,0.998618,-0.041453,0.003040,-0.036763,0.350557,-0.486266,0.055132,0.798508,-0.046752,-0.012751,-0.005975,0.349538,-0.421385,-0.025779,0.836417,-0.046982,-0.022174,0.016578,0.242721,-0.538400,0.029943,0.806422,0.042411,-0.006724,-0.012436,-0.016493,0.173408,0.011975,0.984639,0.061322,0.005170,-0.036267,-0.043635,0.147929,0.030529,0.987563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.038632,0.001405,-0.000872,-0.001994,0.150722,0.046020,0.987502,0.057441,0.013457,-0.026581,-0.030695,0.091120,0.003016,0.995362,0.074710,0.022523,-0.046541,-0.049492,0.070313,0.035716,0.995656,0.033868,0.010668,0.009489,0.052373,0.137567,0.093760,0.984653,0.055571,0.024010,-0.022617,-0.018978,0.052255,0.052533,0.997070,0.074089,0.033723,-0.042693,-0.025442,0.037719,0.012191,0.998890,0.051744,8,0.062958,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009417,-0.040409,0.311758,0.466371,0.826845
165,3528253979.396646,-0.035307,0.019454,-0.041123,0.405414,-0.488417,-0.011308,0.772632,-0.042305,0.003858,-0.012022,0.375343,-0.502500,-0.101106,0.772263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.029536,0.034686,-0.045447,0.364181,-0.538906,0.053518,0.757686,-0.039797,0.019217,-0.013553,0.392799,-0.483117,-0.069089,0.779444,-0.039750,0.010223,0.004932,0.314457,-0.522127,0.022936,0.792449,-0.040988,0.002826,-0.036004,0.362196,-0.503614,0.052007,0.782612,-0.047708,-0.014004,-0.005281,0.364651,-0.436018,-0.018542,0.822541,-0.048405,-0.023765,0.016641,0.260945,-0.547670,0.033194,0.794269,0.041317,-0.008085,-0.007987,-0.002618,0.155897,0.015650,0.987646,0.061375,0.005223,-0.032297,-0.033040,0.135097,0.032450,0.989749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037301,-0.000001,0.003181,0.012582,0.130776,0.051869,0.989974,0.056947,0.012791,-0.021794,-0.018207,0.077230,0.009470,0.996802,0.074935,0.022510,-0.041216,-0.041231,0.060059,0.039601,0.996556,0.032064,0.008815,0.014018,0.068227,0.120228,0.107082,0.984593,0.055096,0.023433,-0.018077,-0.008063,0.039479,0.055628,0.997638,0.074120,0.033418,-0.036865,-0.008542,0.020442,0.018561,0.999582,0.051839,8,0.061060,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.009251,-0.046819,0.310893,0.465516,0.827314
167,3528253979.595407,-0.035320,0.019471,-0.042276,0.399950,-0.488007,-0.008361,0.775770,-0.041558,0.004623,-0.013639,0.379059,-0.497344,-0.096898,0.774322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028858,0.035145,-0.047795,0.359588,-0.537820,0.056118,0.760458,-0.040046,0.019278,-0.013952,0.375043,-0.481249,-0.068847,0.789305,-0.038664,0.011298,0.002925,0.306709,-0.520273,0.024266,0.796654,-0.041903,0.002094,-0.035698,0.344271,-0.492136,0.054949,0.797659,-0.046901,-0.013251,-0.006591,0.361710,-0.427545,-0.023406,0.828145,-0.047883,-0.023130,0.016177,0.252260,-0.547501,0.031086,0.797271,0.041911,-0.007710,-0.009134,-0.007684,0.159168,0.013971,0.987123,0.062157,0.006039,-0.034952,-0.041199,0.139367,0.032108,0.988862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.038095,0.000832,0.001530,0.009351,0.134682,0.055544,0.989287,0.057385,0.012874,-0.022884,-0.017905,0.072147,0.006494,0.997212,0.075387,0.022623,-0.043086,-0.034691,0.064390,0.042732,0.996406,0.032724,0.009522,0.012854,0.071300,0.123755,0.108290,0.983806,0.055903,0.024348,-0.020851,-0.019445,0.047482,0.055940,0.997115,0.074601,0.033821,-0.039149,-0.020099,0.019798,0.012471,0.999524,0.051901,8,0.062221,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008829,-0.044160,0.310275,0.465224,0.827856
168,3528253979.716090,-0.057246,-0.003548,-0.001728,-0.017671,-0.081504,0.037429,0.995813,-0.036450,0.010660,0.024535,-0.075637,-0.122117,-0.028289,0.989225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.061748,0.000612,-0.017857,-0.014788,-0.102871,0.125877,0.986587,-0.041370,0.018177,0.011259,-0.061001,-0.092097,-0.009004,0.993839,-0.026426,0.024489,0.021473,-0.373526,0.426135,0.023464,0.823612,-0.051318,-0.007619,0.016742,-0.032122,-0.061541,0.110393,0.991461,-0.029915,0.005004,0.040513,-0.071846,-0.014880,0.021485,0.997073,-0.013215,0.013416,0.052098,-0.128914,-0.106872,0.161426,0.972575,0.024353,-0.025747,-0.024640,-0.428483,0.535578,-0.055702,0.725573,0.017925,-0.040811,-0.052811,-0.439233,0.526947,-0.018178,0.727372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.027642,-0.010429,-0.022321,-0.398217,0.529069,-0.019131,0.749095,0.019758,-0.026871,-0.051444,-0.439090,0.472192,-0.014581,0.764213,0.014139,-0.041508,-0.077190,-0.445590,0.485917,0.018622,0.751656,0.027357,0.003777,-0.023034,-0.332936,0.543679,0.006877,0.770402,0.015669,-0.018076,-0.058471,-0.419626,0.475176,0.025978,0.772947,0.013439,-0.030862,-0.082080,-0.434428,0.431171,0.008108,0.790758,0.051988,8,0.060904,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008634,-0.043825,0.309597,0.463883,0.828880
169,3528253979.794734,-0.036075,0.018976,-0.040571,0.399265,-0.480018,-0.010675,0.781061,-0.043177,0.003350,-0.010858,0.374720,-0.493990,-0.103739,0.777687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.029652,0.034587,-0.045825,0.364971,-0.531386,0.053394,0.762610,-0.040847,0.018608,-0.012189,0.387542,-0.475634,-0.070374,0.786531,-0.039927,0.010177,0.005338,0.310046,-0.519166,0.020731,0.796184,-0.041861,0.002242,-0.035170,0.355423,-0.497805,0.050834,0.789481,-0.047628,-0.013848,-0.005249,0.358917,-0.430736,-0.024675,0.827669,-0.048114,-0.023342,0.016578,0.154086,0.008597,0.145164,0.977298,0.041431,-0.007986,-0.008555,-0.009147,0.156791,0.012730,0.987507,0.060644,0.003532,-0.030313,-0.029441,0.124914,0.027125,0.991360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037211,-0.000215,0.003350,0.011279,0.133893,0.052834,0.989522,0.056408,0.011667,-0.020454,-0.017345,0.073090,0.006644,0.997152,0.075009,0.022814,-0.043074,-0.045742,0.070930,0.045064,0.995412,0.031863,0.008450,0.014681,0.058294,0.117873,0.105764,0.985658,0.055080,0.023356,-0.018718,-0.011610,0.046317,0.054618,0.997365,0.074026,0.033257,-0.037839,-0.013388,0.021121,0.014592,0.999581,0.051927,8,0.060900,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008431,-0.040517,0.308618,0.465025,0.828773
171,3528253979.988800,-0.035504,0.019401,-0.041243,0.403937,-0.482332,-0.010441,0.777227,-0.042963,0.003552,-0.011180,0.375641,-0.496497,-0.101420,0.775950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028534,0.035301,-0.047219,0.367218,-0.538330,0.051927,0.756740,-0.038946,0.019935,-0.014860,0.388503,-0.486469,-0.066380,0.779748,-0.040086,0.010127,0.005490,0.038846,-0.006050,0.046520,0.998143,-0.041617,0.002451,-0.035442,0.356561,-0.502747,0.055000,0.785548,-0.047182,-0.013393,-0.005981,0.099473,-0.108731,-0.019973,0.988880,-0.047435,-0.022639,0.015435,0.139234,0.014917,0.139414,0.980283,0.041631,-0.007776,-0.008997,-0.010662,0.155249,0.013692,0.987723,0.061459,0.005186,-0.033184,-0.033682,0.140312,0.031786,0.989024,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037238,-0.000279,0.003459,0.016690,0.137558,0.054176,0.988870,0.056508,0.011681,-0.020522,-0.014795,0.077588,0.009823,0.996827,0.075107,0.022757,-0.043008,-0.044131,0.072356,0.045101,0.995381,0.032795,0.009668,0.012041,0.057496,0.126677,0.103135,0.984891,0.055466,0.023842,-0.019798,-0.016610,0.050427,0.059931,0.996790,0.073883,0.032651,-0.036525,-0.005507,0.011857,0.012030,0.999842,0.051829,8,0.061238,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007532,0.121432,0.896760,0.131185,0.404805
173,3528253980.186736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.037709,0.009048,0.022163,-0.062614,-0.130433,-0.024998,0.989162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.061739,0.000537,-0.019151,-0.008308,-0.106140,0.123446,0.986624,-0.042430,0.016644,0.008893,-0.053629,-0.112118,0.000941,0.992246,-0.027878,0.022655,0.019155,-0.374796,0.415974,0.026275,0.828132,-0.052188,-0.008920,0.014215,-0.022386,-0.063152,0.110508,0.991614,-0.031289,0.003362,0.038712,-0.334678,0.299359,-0.007604,0.893486,-0.014143,0.012564,0.052731,-0.116582,-0.115998,0.157886,0.973666,0.026207,-0.024440,-0.023024,-0.412518,0.526268,-0.053702,0.741611,0.018596,-0.040209,-0.054197,-0.434728,0.520582,-0.019496,0.734592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.027931,-0.010106,-0.022486,-0.388337,0.523187,-0.016184,0.758424,0.020415,-0.026183,-0.052389,-0.436784,0.464164,-0.015270,0.770414,0.015408,-0.040366,-0.078513,-0.437185,0.476501,0.028626,0.762231,0.026496,0.003207,-0.024513,-0.332515,0.543642,0.011330,0.770557,0.017034,-0.016793,-0.058470,-0.414700,0.457812,0.032748,0.785723,0.013426,-0.030504,-0.084691,-0.437818,0.432883,0.013376,0.787876,0.051027,7,0.061489,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005669,-0.040398,0.307998,0.460793,0.831369
175,3528253980.385304,-0.035531,0.019157,-0.041647,0.401290,-0.480166,-0.006454,0.779978,-0.043471,0.002928,-0.010865,0.375846,-0.492137,-0.096055,0.779304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.028080,0.035435,-0.048365,-0.044393,-0.058174,0.017949,0.997157,-0.038534,0.020040,-0.015967,0.391560,-0.488110,-0.063777,0.777407,-0.039184,0.010663,0.003564,0.033808,-0.012535,0.048784,0.998158,-0.041447,0.002222,-0.035991,0.359996,-0.492156,0.060260,0.790287,-0.046347,-0.013028,-0.007412,0.371241,-0.432957,-0.015690,0.821268,-0.048253,-0.023750,0.016461,0.244786,-0.550419,0.031845,0.797562,0.041999,-0.007196,-0.009262,-0.005772,0.156169,0.017802,0.987553,0.061851,0.005691,-0.033111,-0.036686,0.135200,0.036480,0.989467,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.037387,0.000072,0.003490,0.012450,0.127962,0.056047,0.990116,0.057232,0.013103,-0.022209,-0.023653,0.076710,0.012489,0.996695,0.075331,0.023058,-0.042235,-0.045802,0.063188,0.045342,0.995918,0.032562,0.009681,0.012759,0.049385,0.123004,0.108546,0.985215,0.055828,0.024689,-0.020519,-0.016329,0.044696,0.059738,0.997079,0.074572,0.034312,-0.038629,-0.020030,0.021854,0.016186,0.999429,0.052005,8,0.061889,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003543,-0.043375,0.307120,0.458759,0.832668
